Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatibility,Detergents_used_for_lysis,Detergent_products_unresolved_for_lysis,Protocol_described,Evidence,Source_page,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Downstream_compatibility_flag,Methods,Detergents_used,Capture_or_enrichment_or_purification_methods
Identification of Protein Interacting Partners Using Tandem Affinity Purification,False,False,False,['Sequencing'],['NP-40'],[],True,Lyse cells in lysis buffer (...0.2 % NP-40...); Wash the cells three times in ice-cold PBS; remove debris by centrifugation,2,,,7abea0f598,ef91839a61,,,0001,0.25,True,[],['NP-40'],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,False,False,False,"['PCR/qPCR', 'RT-PCR/RT-qPCR']",['Triton X-100'],[],True,virions delipidated with low concentrations of non-ionic detergent; lyse virions (0.2 mM Triton X-100); incubated at 37C; ultracentrifugation,2-3,,,3b9c358f36,cb44b4f3aa,,,0001,0.25,True,[],['Triton X-100'],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,False,False,False,[],[],[],True,Cells grown to near-confluence were washed and lysed using the Dounce homogeniser. The lysate was cleared by centrifugation ... followed by ultracentrifugation,1,,,3b9c358f36,8bf54c6d6b,,,0000,0.0,False,[],[],[]
Strand Transfer and Elongation of HIV-1 Reverse Transcription Is Facilitated by Cell Factors In Vitro,True,False,False,[],['Triton X-100'],[],True,"Triton X-100 detergent was added at room temperature to virions ... then immediately diluted ... and centrifuged at 100,000 g for 2 h",1,,,3b9c358f36,070b3c2c52,,,1000,0.25,False,[],['Triton X-100'],[]
Evaluation of the SARS-CoV-2 Inactivation Efficacy Associated With Buffers From Three Kits Used on High-Throughput RNA Extraction Platforms,False,False,False,['RT-PCR/RT-qPCR'],['SDS'],"['QIAamp 96 Virus QIAcube HT Kit lysis buffer (Qiagen ACL/ATL)', 'MagMAX Pathogen RNA/DNA kit lysis binding buffer', 'MagMAX Viral/Pathogen Nucleic Acid Isolation kit lysis binding buffer']",True,"lysis buffer preparations, 200 ul of virus in VTM was added; incubated for 10 min at room temperature; heat-treated tubes incubated at 75C; samples centrifuged at 6,000 x g",3,,,3f76a560df,e918ecec65,,,0001,0.25,True,[],['SDS'],[]
Evaluation of the SARS-CoV-2 Inactivation Efficacy Associated With Buffers From Three Kits Used on High-Throughput RNA Extraction Platforms,False,False,False,['RT-PCR/RT-qPCR'],['unspecified_detergent'],['MagMAX Pathogen RNA/DNA kit lysis binding buffer (contains Zwittergent)'],True,MagMAX lysis binding buffer that contained GITC and the detergent Zwittergent; with addition of 2-propanol; required multiple wash steps and centrifugation,6,,,3f76a560df,61921ac659,,,0001,0.25,True,[],['other:unspecified_detergent'],[]
fcimb-11-716436,False,False,False,['RT-PCR/RT-qPCR'],['Zwittergent'],"['MagMAX Lysis Buffer', 'Qiagen lysis buffer']",True,samples are sequentially mixed with lysis buffer and then followed with heat treatment; heating sample to 68C for 15 min; heat inactivation does not adversely affect PCR,7,,,3f76a560df,31f7ee9a8e,,,0001,0.25,True,[],['other:Zwittergent'],[]
"Biological characteristics and whole-genome analysis of the Lactobacillus reuteri potential probiotic, S5",False,False,False,['Sequencing'],[],"['B1 lysate', 'B2 lysis buffer']",True,"1 ml B1 lysate was added...RNaseA, lysozyme and protease K...B2 lysis buffer...50C water bath...centrifuged at 12000g; ethanol washes",5,,,32f208ffa5,587bcf6cea,,,0001,0.25,True,[],[],[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],True,Lysis buffers prepared using Tris-Cl and EDTA supplemented with detergents; lysate added directly to PCR mix; incubated at room temperature for 15 minutes.,2-3,,,33c3f99be6,1afb3d3679,,,1101,0.75,True,[],"['Tween 20', 'Triton X-100']",[]
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,True,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],True,Triton X-100 and Tween 20 were used in lysis buffer and the RNA extraction process was circumvented... lysate then subjected to rtRT-PCR; incubated at room temperature for 20 minutes,1-2,,,33c3f99be6,3d048a42fd,,,1111,1.0,True,[],"['Tween 20', 'Triton X-100']",[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,['unspecified_downstream_assay'],"['NP-40', 'deoxycholate', 'SDS']",[],True,lysed for cytosolic proteins by adding NP-40 buffer...various buffers: 0.5% NP40 + 1% DOC + 0.1% SDS...high salt detergent-free buffer or 8 M urea,2,,,c4f6334f1f,89ec195f0e,,,0000,0.0,False,[],"['NP-40', 'deoxycholate', 'SDS']",[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,['Sequencing'],[],[],True,"high salt detergent-free buffer extraction, followed by 8 M urea extraction (HSU)...does not contain detergents and allows for simplified downstream sample processing for mass spectrometry",2-3,,,c4f6334f1f,2cc694bbff,,,0001,0.25,True,[],[],[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,[],['NP-40'],[],True,"cells were treated with 0.5% NP40 buffer...to extract cytosolic proteins. Nuclei were then pelleted...washed 3 times in 12% sucrose in PBS, and lysed with HSU",3,,,c4f6334f1f,be76d74f38,,,0000,0.0,False,[],['NP-40'],[]
Influenza A Infection of Primary Human Airway Epithelial Cells Up-Regulates Proteins Related to Purine Metabolism and Ubiquitin-Related Signaling,False,False,False,[],[],[],False,,,,,c4f6334f1f,457aa45b1b,,,0000,0.0,False,[],[],[]
A Novel Bacteriophage Targeting Cronobacter sakazakii Is a Potential Biocontrol Agent in Foods,False,False,False,[],[],[],True,phage particles were treated with DNase I and RNase A; phage genomic DNA isolation per Wilcox et al. and Sambrook and Russell,3,,,98857ac48e,07aa25e1c4,,,0000,0.0,False,[],[],[]
"Mammalian reovirus, a nonfusogenic nonenveloped virus, forms size-selective pores in a model membrane",False,False,False,[],[],[],True,"Ghosts were made by lysing cells hypotonically in cold lysis buffer, and washing three to four times; ghosts pelleted at 16,000 x g",5,,,48802a47ed,6994522409,,,0000,0.0,False,[],[],[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,True,False,True,[],"['Triton X-100', 'n-octyl-beta-D-glucopyranoside']",[],True,Cells were lysed with Tx buffer (1% Triton X-100...) or with Tx buffer + freeze-thaw + n-octyl buffer; incubated for 1 h at 4 °C; collected as a pellet after centrifugation,2-3,,,88bce882dc,56bb9aa726,,,1010,0.5,False,[],"['Triton X-100', 'other:n-octyl-beta-D-glucopyranoside']",[]
Endoplasmic Reticulum Detergent-Resistant Membranes Accommodate Hepatitis C Virus Proteins for Viral Assembly,False,False,False,['unspecified_downstream_assay'],"['Triton X-100', 'n-octyl-β-D-glucopyranoside']",[],True,cells were lysed with Triton X-100 (Tx) buffer; Tx buffer + freezing (TxF); Tx buffer + freezing + n-octyl-β-D-glucopyranoside buffer (TxnO),7-8,,,88bce882dc,39d3770fa6,,,0000,0.0,False,[],"['Triton X-100', 'other:n-octyl-β-D-glucopyranoside']",[]
"Isolation and Characterization of φkm18p, a Novel Lytic Phage with Therapeutic Potential against Extensively Drug Resistant Acinetobacter baumannii",False,False,False,[],['N-lauroylsarcosine (Sarkosyl)'],[],True,"lysed at 55C overnight by proteinase K in cell lysis buffer (...Tris, EDTA, 1% Sarcosine). After...block washed in TE buffer three times",2,,,14071a49c5,3711dd85d5,,,0000,0.0,False,[],['N-lauroylsarcosine (Sarkosyl)'],[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,False,False,[],"['Empigen', 'Tween 20', 'Triton X-100']",[],True,"VLPs were washed 3x with PBS and treated with 1% Empigen, 1% Tween 20, or 1% Triton X-100 for 10 minutes at room temperature; lysed in sample buffer with SDS, boiled 5 min",3,,,d32f55c5ea,d25b3a152f,,,0000,0.0,False,[],"['other:Empigen', 'Tween 20', 'Triton X-100']",[]
Maturation of the Gag core decreases the stability of retroviral lipid membranes,False,False,False,[],[],[],False,,,,,d32f55c5ea,1886ec6848,,,0000,0.0,False,[],[],[]
"Rapid, Sample-to-Answer Host Gene Expression Test to Diagnose Viral Infection",False,False,False,['RT-PCR/RT-qPCR'],[],[],True,"Stabilized mRNA was released using e-lysis, an electrical process providing a qRT-PCR-ready sample; integrated centrifugal processing on PAXgene tubes",1-2,,,a18d0633fe,3641b63a9d,,,0001,0.25,True,[],[],[]
"Rapid, Sample-to-Answer Host Gene Expression Test to Diagnose Viral Infection",False,False,False,['RT-PCR/RT-qPCR'],[],[],False,,,,,a18d0633fe,cc3a85b20f,,,0001,0.25,True,[],[],[]
Purification and Functional Characterization of the φX174 Lysis Protein E,False,False,False,[],"['Empigen BB', 'SDS', 'n-dodecyl-β-D-maltoside']",[],True,membrane pellets were resuspended in Buffer R plus various detergents; E6his extracted in 2% EBB; membranes collected by centrifugation,3-5,,,cad0d15d8e,2370330b1f,,,0000,0.0,False,[],"['other:Empigen BB', 'SDS', 'other:n-dodecyl-β-D-maltoside']",[]
Purification and Functional Characterization of the φX174 Lysis Protein E,False,False,False,[],[],[],False,,,,,cad0d15d8e,b0ba1ba436,,,0000,0.0,False,[],[],[]
Evaluation of Chemical Protocols for Inactivating SARS-CoV-2 Infectious Samples,False,False,True,['RT-PCR/RT-qPCR'],"['SDS', 'Triton X-100']","['Buffer ATL', 'Buffer VXL', 'Buffer AVL']",True,Each sample was incubated in duplicate with the lysis buffer at room temperature for 10 min; buffer discarded via ultrafiltration; column washed with PBS three times,2-3,,,cf283c7b36,9985dfbe14,,,0011,0.5,True,[],"['SDS', 'Triton X-100']",[]
The holin of bacteriophage lambda forms rings with large diameter,False,False,False,[],[],[],False,,,,,a1c26413f9,634d2948a7,,,0000,0.0,False,[],[],[]
The holin of bacteriophage lambda forms rings with large diameter,True,False,False,[],[],[],True,"Cell pellets were re-suspended in lysis buffer (10 mM Tris pH 7.9, 150 mM NaCl, 1 mM DTT, 1 mM EDTA, 1 mM PMSF) and lysed by passage through a French press.",2,,,a1c26413f9,5780a58af0,,,1000,0.25,False,[],[],[]
Lytic Myophage Abp53 Encodes Several Proteins Similar to Those Encoded by Host Acinetobacter baumannii and Phage phiKO2,False,False,False,[],['SDS'],[],True,"Phage particles purified by ultracentrifugation were treated with SDS (1%) and proteinase K at 58C for 1 h, followed by phenol-chloroform",2,,,1182723993,1ec5ea6e83,,,0000,0.0,False,[],['SDS'],[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,False,False,False,[],"['Triton X-100', 'Tween 20', 'NP-40', 'CHAPS', 'N-lauroylsarcosine']",[],False,,,,,011aa8ba17,bfcd51f5b3,,,0000,0.0,False,[],"['Triton X-100', 'Tween 20', 'NP-40', 'CHAPS', 'other:N-lauroylsarcosine']",[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,True,False,False,[],"['N-lauroylsarcosine', 'Tween 20', 'Triton X-100', 'CHAPS', 'NP-40']",[],True,"Cell pellets lysis was performed by bead-beating in lysis buffer supplemented with N-lauroylsarcosine, glycerol, trehalose or glycine betaine",4-6,,,011aa8ba17,a4a733f1c4,,,1000,0.25,False,[],"['other:N-lauroylsarcosine', 'Tween 20', 'Triton X-100', 'CHAPS', 'NP-40']",[]
Evaluation of factors influencing expression and extraction of recombinant bacteriophage endolysins in Escherichia coli,False,False,False,[],"['Tween 20', 'Triton X-100', 'NP-40', 'CHAPS', 'N-lauroylsarcosine']",[],True,"case of Tween 20, Triton-X100 or Nonidet P40; or 0.5% w/v in the case of CHAPS or N-lauroylsarcosine",1,,,011aa8ba17,fa06090a28,,,0000,0.0,False,[],"['Tween 20', 'Triton X-100', 'NP-40', 'CHAPS', 'other:N-lauroylsarcosine']",[]
Direct RT-PCR amplification of SARS-CoV-2 from clinical samples using a concentrated viral lysis-amplification buffer prepared with IGEPAL-630,True,True,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,vLAB prepared with nonionic detergent IGEPAL CA-630; samples incubated 65 C for 10 min and used directly for RT-PCR detection,2-6,,,e18779230c,f3aceb17d1,,,1101,0.75,True,[],['IGEPAL CA-630'],[]
Direct RT-PCR amplification of SARS-CoV-2 from clinical samples using a concentrated viral lysis-amplification buffer prepared with IGEPAL-630,False,False,False,['RT-PCR/RT-qPCR'],['IGEPAL CA-630'],[],True,lysis amplification buffer prepared with IGEPAL-630... IGEPAL is a mild detergent that induces cellular lysis but does not inhibit PCR enzymes; heat inactivation at 70 C confirmed,7-8,,,e18779230c,a0719893b9,,,0001,0.25,True,[],['IGEPAL CA-630'],[]
